,artist,album,song_name,release_date,duration_ms,popularity,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
108,Teddy Swims,Lose Control,Lose Control,2023-06-23,210688,89,6usohdchdzW9oML7VC4Uhk,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,audio_features,6usohdchdzW9oML7VC4Uhk,spotify:track:6usohdchdzW9oML7VC4Uhk,https://api.spotify.com/v1/tracks/6usohdchdzW9oML7VC4Uhk,https://api.spotify.com/v1/audio-analysis/6usohdchdzW9oML7VC4Uhk,210689,3
109,P!nk,TRUSTFALL,TRUSTFALL,2023-01-27,237200,73,4FWbsd91QSvgr1dSWwW51e,0.636,0.888,8,-3.889,1,0.0945,0.00162,0.000216,0.147,0.25,122.032,audio_features,4FWbsd91QSvgr1dSWwW51e,spotify:track:4FWbsd91QSvgr1dSWwW51e,https://api.spotify.com/v1/tracks/4FWbsd91QSvgr1dSWwW51e,https://api.spotify.com/v1/audio-analysis/4FWbsd91QSvgr1dSWwW51e,237200,4
110,Paul Russell,Lil Boo Thang,Lil Boo Thang,2023-08-18,114233,85,0cVyQfDyRnMJ0V3rjjdlU3,0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,audio_features,0cVyQfDyRnMJ0V3rjjdlU3,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/audio-analysis/0cVyQfDyRnMJ0V3rjjdlU3,114234,4
111,Shinedown,Planet Zero,A Symptom Of Being Human,2022-07-01,248454,69,7xOB82ELg70RoIM3mMTkt4,0.601,0.552,0,-7.534,1,0.0261,0.0892,0.0,0.134,0.324,133.979,audio_features,7xOB82ELg70RoIM3mMTkt4,spotify:track:7xOB82ELg70RoIM3mMTkt4,https://api.spotify.com/v1/tracks/7xOB82ELg70RoIM3mMTkt4,https://api.spotify.com/v1/audio-analysis/7xOB82ELg70RoIM3mMTkt4,248454,4
112,Imagine Dragons,Eyes Closed,Eyes Closed,2024-04-03,200010,62,4o120XeV8els1S5bu7mzBX,0.622,0.684,10,-7.199,0,0.114,0.0323,0.0014,0.0732,0.512,173.913,audio_features,4o120XeV8els1S5bu7mzBX,spotify:track:4o120XeV8els1S5bu7mzBX,https://api.spotify.com/v1/tracks/4o120XeV8els1S5bu7mzBX,https://api.spotify.com/v1/audio-analysis/4o120XeV8els1S5bu7mzBX,200010,4
113,Kesha,Animal (Expanded Edition),Your Love Is My Drug,2010-01-01,187133,71,6vc2Jq2vaGu8z326kSrw92,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,audio_features,6vc2Jq2vaGu8z326kSrw92,spotify:track:6vc2Jq2vaGu8z326kSrw92,https://api.spotify.com/v1/tracks/6vc2Jq2vaGu8z326kSrw92,https://api.spotify.com/v1/audio-analysis/6vc2Jq2vaGu8z326kSrw92,187133,4
114,Miley Cyrus,Endless Summer Vacation,Flowers,2023-08-18,200600,91,7DSAEUvxU8FajXtRloy8M0,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048,audio_features,7DSAEUvxU8FajXtRloy8M0,spotify:track:7DSAEUvxU8FajXtRloy8M0,https://api.spotify.com/v1/tracks/7DSAEUvxU8FajXtRloy8M0,https://api.spotify.com/v1/audio-analysis/7DSAEUvxU8FajXtRloy8M0,200600,4
115,bbno$,lil' freak,lil' freak,2024-03-25,168023,70,6guIMfoWJvsCXQxNsAtWPN,0.837,0.811,7,-4.676,1,0.0865,0.0332,7.67e-06,0.146,0.846,110.008,audio_features,6guIMfoWJvsCXQxNsAtWPN,spotify:track:6guIMfoWJvsCXQxNsAtWPN,https://api.spotify.com/v1/tracks/6guIMfoWJvsCXQxNsAtWPN,https://api.spotify.com/v1/audio-analysis/6guIMfoWJvsCXQxNsAtWPN,168024,4
116,ABBA,Voulez-Vous,Gimme! Gimme! Gimme! (A Man After Midnight),1979,292613,81,3vkQ5DAB1qQMYO4Mr9zJN6,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,audio_features,3vkQ5DAB1qQMYO4Mr9zJN6,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/tracks/3vkQ5DAB1qQMYO4Mr9zJN6,https://api.spotify.com/v1/audio-analysis/3vkQ5DAB1qQMYO4Mr9zJN6,292613,4
117,Dua Lipa,Dance The Night (From Barbie The Album),Dance The Night - From Barbie The Album,2023-05-25,176579,88,1vYXt7VSjH9JIM5oRRo7vA,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,audio_features,1vYXt7VSjH9JIM5oRRo7vA,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/tracks/1vYXt7VSjH9JIM5oRRo7vA,https://api.spotify.com/v1/audio-analysis/1vYXt7VSjH9JIM5oRRo7vA,176579,4
118,Justin Timberlake,Selfish,Selfish,2024-01-25,229331,82,0QosomGFiJYOxj2ViZfqng,0.69,0.543,1,-6.752,1,0.0364,0.0723,0.0291,0.0873,0.376,88.004,audio_features,0QosomGFiJYOxj2ViZfqng,spotify:track:0QosomGFiJYOxj2ViZfqng,https://api.spotify.com/v1/tracks/0QosomGFiJYOxj2ViZfqng,https://api.spotify.com/v1/audio-analysis/0QosomGFiJYOxj2ViZfqng,229332,4
119,AJR,Yes I'm A Mess,Yes I'm A Mess,2023-09-29,164973,66,4Yrt54xR4T8PPOZ7yf9kyT,0.722,0.622,2,-5.674,0,0.0734,0.0261,0.0,0.109,0.458,91.957,audio_features,4Yrt54xR4T8PPOZ7yf9kyT,spotify:track:4Yrt54xR4T8PPOZ7yf9kyT,https://api.spotify.com/v1/tracks/4Yrt54xR4T8PPOZ7yf9kyT,https://api.spotify.com/v1/audio-analysis/4Yrt54xR4T8PPOZ7yf9kyT,164973,4
120,Sophie Ellis-Bextor,Read My Lips,Murder On The Dancefloor,2002-06-06,230013,89,4tKGFmENO69tZR9ahgZu48,0.73,0.849,1,-5.281,0,0.0299,0.00234,2.6e-05,0.312,0.887,117.31,audio_features,4tKGFmENO69tZR9ahgZu48,spotify:track:4tKGFmENO69tZR9ahgZu48,https://api.spotify.com/v1/tracks/4tKGFmENO69tZR9ahgZu48,https://api.spotify.com/v1/audio-analysis/4tKGFmENO69tZR9ahgZu48,230013,4
121,Ariana Grande,eternal sunshine,we can't be friends (wait for your love),2024-03-08,228639,94,51ZQ1vr10ffzbwIjDCwqm4,0.645,0.663,5,-8.305,1,0.0447,0.0657,3.18e-05,0.0751,0.287,115.83,audio_features,51ZQ1vr10ffzbwIjDCwqm4,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,228639,4
122,Good Neighbours,Home,Home,2024-01-17,157485,89,6dpLxbF7lfCAnC9QRTjNLK,0.583,0.676,6,-4.44,1,0.0298,0.0289,0.0634,0.121,0.134,77.002,audio_features,6dpLxbF7lfCAnC9QRTjNLK,spotify:track:6dpLxbF7lfCAnC9QRTjNLK,https://api.spotify.com/v1/tracks/6dpLxbF7lfCAnC9QRTjNLK,https://api.spotify.com/v1/audio-analysis/6dpLxbF7lfCAnC9QRTjNLK,157486,4
123,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,2022-05-13,148485,89,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,audio_features,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486,4
124,Natasha Bedingfield,Unwritten,Unwritten,2004-08-30,259333,92,3U5JVgI2x4rDyHGObzJfNf,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,3U5JVgI2x4rDyHGObzJfNf,spotify:track:3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,259333,4
125,Sia,This Is Acting (Deluxe Version),Unstoppable,2016-10-21,217746,80,1yvMUkIOTeUNtNWlWRgANS,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,audio_features,1yvMUkIOTeUNtNWlWRgANS,spotify:track:1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/tracks/1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/audio-analysis/1yvMUkIOTeUNtNWlWRgANS,217747,4
126,Harry Styles,Harry's House,As It Was,2022-05-20,167303,91,4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4Dvkj6JhhA12EX05fT7y2e,spotify:track:4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e,167303,4
127,Tate McRae,greedy,greedy,2023-09-15,131872,96,3rUGC1vUpkDG9CZFHMur1t,0.75,0.733,6,-3.18,0,0.0319,0.256,0.0,0.114,0.844,111.018,audio_features,3rUGC1vUpkDG9CZFHMur1t,spotify:track:3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872,1
128,Post Malone,AUSTIN,Chemical,2023-07-28,183410,66,7jvtmQ3onpWeUm7dyFSSSc,0.486,0.899,2,-4.713,1,0.0489,0.00115,0.0,0.102,0.356,169.934,audio_features,7jvtmQ3onpWeUm7dyFSSSc,spotify:track:7jvtmQ3onpWeUm7dyFSSSc,https://api.spotify.com/v1/tracks/7jvtmQ3onpWeUm7dyFSSSc,https://api.spotify.com/v1/audio-analysis/7jvtmQ3onpWeUm7dyFSSSc,183410,4
129,Kehlani,After Hours,After Hours,2024-04-04,202414,0,2x03XLsTZ0o86h0cfHrkKF,0.724,0.794,1,-3.931,1,0.0421,0.0736,0.00113,0.11,0.735,121.009,audio_features,2x03XLsTZ0o86h0cfHrkKF,spotify:track:2x03XLsTZ0o86h0cfHrkKF,https://api.spotify.com/v1/tracks/2x03XLsTZ0o86h0cfHrkKF,https://api.spotify.com/v1/audio-analysis/2x03XLsTZ0o86h0cfHrkKF,202414,4
130,Latto,Big Energy,Big Energy,2021-09-24,173182,61,5lHxARJJrZc3ss4ZVmGWfz,0.935,0.81,11,-3.838,0,0.117,0.0401,0.0,0.349,0.787,106.028,audio_features,5lHxARJJrZc3ss4ZVmGWfz,spotify:track:5lHxARJJrZc3ss4ZVmGWfz,https://api.spotify.com/v1/tracks/5lHxARJJrZc3ss4ZVmGWfz,https://api.spotify.com/v1/audio-analysis/5lHxARJJrZc3ss4ZVmGWfz,173182,4
131,Noah Kahan,Stick Season,Stick Season,2022-10-14,182346,94,0mflMxspEfB0VbI1kyLiAv,0.662,0.488,9,-6.894,1,0.0682,0.782,0.0,0.102,0.817,117.913,audio_features,0mflMxspEfB0VbI1kyLiAv,spotify:track:0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv,182347,4
132,Galantis,Lighter,Lighter,2024-03-01,172268,78,7hdNTegC0TCKKoxB6GTFH3,0.674,0.799,6,-4.889,1,0.0368,0.133,0.0,0.0525,0.578,124.933,audio_features,7hdNTegC0TCKKoxB6GTFH3,spotify:track:7hdNTegC0TCKKoxB6GTFH3,https://api.spotify.com/v1/tracks/7hdNTegC0TCKKoxB6GTFH3,https://api.spotify.com/v1/audio-analysis/7hdNTegC0TCKKoxB6GTFH3,172269,4
133,BANNERS,Where The Shadow Ends,Someone To You,2019-10-04,219801,77,2f0pn9DkEJwAzXApnFh5cr,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,audio_features,2f0pn9DkEJwAzXApnFh5cr,spotify:track:2f0pn9DkEJwAzXApnFh5cr,https://api.spotify.com/v1/tracks/2f0pn9DkEJwAzXApnFh5cr,https://api.spotify.com/v1/audio-analysis/2f0pn9DkEJwAzXApnFh5cr,219801,4
134,Rema,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),2022-08-25,239317,85,0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,audio_features,0WtM2NBVQNNJLh6scP13H8,spotify:track:0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,239318,4
135,Taylor Swift,Lover,Cruel Summer,2019-08-23,178426,96,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,audio_features,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,178427,4
136,Tori Kelly,TORI.,thing u do,2024-04-05,245472,0,5lib0mrfrKl6yqxKTSP2Gc,0.63,0.681,10,-5.469,0,0.0457,0.00807,1.85e-06,0.361,0.369,97.029,audio_features,5lib0mrfrKl6yqxKTSP2Gc,spotify:track:5lib0mrfrKl6yqxKTSP2Gc,https://api.spotify.com/v1/tracks/5lib0mrfrKl6yqxKTSP2Gc,https://api.spotify.com/v1/audio-analysis/5lib0mrfrKl6yqxKTSP2Gc,245472,4
137,David Guetta,I'm Good (Blue),I'm Good (Blue),2022-08-26,175238,89,4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,audio_features,4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,175238,4
138,Morgan Wallen,3 Songs At A Time Sampler,Last Night,2023-01-31,163854,82,59uQI0PADDKeE6UZDTJEe8,0.517,0.675,6,-5.382,1,0.0357,0.459,0.0,0.151,0.518,203.853,audio_features,59uQI0PADDKeE6UZDTJEe8,spotify:track:59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/tracks/59uQI0PADDKeE6UZDTJEe8,https://api.spotify.com/v1/audio-analysis/59uQI0PADDKeE6UZDTJEe8,163855,4
139,Dua Lipa,Training Season,Training Season,2024-02-15,209487,91,6Qb7YsAqH4wWFUMbGsCpap,0.815,0.582,5,-4.5,0,0.0532,0.0365,1.45e-06,0.138,0.671,123.03,audio_features,6Qb7YsAqH4wWFUMbGsCpap,spotify:track:6Qb7YsAqH4wWFUMbGsCpap,https://api.spotify.com/v1/tracks/6Qb7YsAqH4wWFUMbGsCpap,https://api.spotify.com/v1/audio-analysis/6Qb7YsAqH4wWFUMbGsCpap,209488,4
140,OneRepublic,RUNAWAY,RUNAWAY,2023-05-26,143264,75,07fbDnkKdZGk1gLvknxrns,0.624,0.684,3,-5.507,0,0.0513,0.0336,0.0,0.0771,0.75,163.033,audio_features,07fbDnkKdZGk1gLvknxrns,spotify:track:07fbDnkKdZGk1gLvknxrns,https://api.spotify.com/v1/tracks/07fbDnkKdZGk1gLvknxrns,https://api.spotify.com/v1/audio-analysis/07fbDnkKdZGk1gLvknxrns,143265,4
141,Walk off the Earth,My Stupid Heart,My Stupid Heart,2023-01-27,160866,67,3UZDl7g2r84o1b5marUjfK,0.745,0.681,7,-7.91,1,0.0361,0.0696,0.0,0.164,0.613,115.0,audio_features,3UZDl7g2r84o1b5marUjfK,spotify:track:3UZDl7g2r84o1b5marUjfK,https://api.spotify.com/v1/tracks/3UZDl7g2r84o1b5marUjfK,https://api.spotify.com/v1/audio-analysis/3UZDl7g2r84o1b5marUjfK,160300,4
142,Coldplay,My Universe,My Universe,2021-09-24,228000,78,3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,audio_features,3FeVmId7tL5YN8B7R3imoM,spotify:track:3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/tracks/3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/audio-analysis/3FeVmId7tL5YN8B7R3imoM,228000,4
143,NEIKED,The Moves (feat. Muni Long & Nile Rodgers),The Moves (feat. Muni Long & Nile Rodgers),2024-03-29,170048,56,3gCBF4XZx7dmEtaRDoQLEd,0.726,0.845,2,-4.496,1,0.0343,0.0674,0.0049,0.311,0.933,104.004,audio_features,3gCBF4XZx7dmEtaRDoQLEd,spotify:track:3gCBF4XZx7dmEtaRDoQLEd,https://api.spotify.com/v1/tracks/3gCBF4XZx7dmEtaRDoQLEd,https://api.spotify.com/v1/audio-analysis/3gCBF4XZx7dmEtaRDoQLEd,170049,4
144,Imagine Dragons,Mercury - Acts 1 & 2,Bones,2022-07-01,165264,84,54ipXppHLA8U4yqpOFTUhr,0.772,0.75,5,-3.67,0,0.0455,0.0201,0.0,0.074,0.587,114.061,audio_features,54ipXppHLA8U4yqpOFTUhr,spotify:track:54ipXppHLA8U4yqpOFTUhr,https://api.spotify.com/v1/tracks/54ipXppHLA8U4yqpOFTUhr,https://api.spotify.com/v1/audio-analysis/54ipXppHLA8U4yqpOFTUhr,165265,4
145,Sabrina Carpenter,emails i can't send,Nonsense,2022-07-15,163648,87,6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,audio_features,6dgUya35uo964z7GZXM07g,spotify:track:6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,163648,4
146,Luke Combs,Gettin' Old,Where the Wild Things Are,2023-03-24,239533,84,0eBFgRxyVSeuT4iyrbukdn,0.708,0.731,3,-4.872,1,0.0345,0.0189,4.47e-06,0.129,0.379,116.975,audio_features,0eBFgRxyVSeuT4iyrbukdn,spotify:track:0eBFgRxyVSeuT4iyrbukdn,https://api.spotify.com/v1/tracks/0eBFgRxyVSeuT4iyrbukdn,https://api.spotify.com/v1/audio-analysis/0eBFgRxyVSeuT4iyrbukdn,239533,4
147,Macklemore,BEN,NO BAD DAYS (feat. Collett),2023-03-03,173453,65,5C8ySsx3AT121g24uYR823,0.769,0.858,8,-6.01,1,0.15,0.117,0.0186,0.157,0.86,160.049,audio_features,5C8ySsx3AT121g24uYR823,spotify:track:5C8ySsx3AT121g24uYR823,https://api.spotify.com/v1/tracks/5C8ySsx3AT121g24uYR823,https://api.spotify.com/v1/audio-analysis/5C8ySsx3AT121g24uYR823,173453,4
148,Meghan Trainor,Takin' It Back,Made You Look,2022-10-21,134256,83,0QHEIqNKsMoOY5urbzN48u,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,audio_features,0QHEIqNKsMoOY5urbzN48u,spotify:track:0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,134256,4
149,Jonas Brothers,Waffle House,Waffle House,2023-04-07,145440,68,5iE3eUH2WGCXcE2xr6DEmU,0.729,0.763,10,-4.407,1,0.0363,0.033,1e-06,0.192,0.864,126.002,audio_features,5iE3eUH2WGCXcE2xr6DEmU,spotify:track:5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/tracks/5iE3eUH2WGCXcE2xr6DEmU,https://api.spotify.com/v1/audio-analysis/5iE3eUH2WGCXcE2xr6DEmU,145441,4
150,Ed Sheeran,=,Shivers,2021-10-29,207853,84,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,audio_features,50nfwKoDiSYg8zOCREWAm5,spotify:track:50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/tracks/50nfwKoDiSYg8zOCREWAm5,https://api.spotify.com/v1/audio-analysis/50nfwKoDiSYg8zOCREWAm5,207853,4
151,MAX,LOVE IN STEREO,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),2024-02-16,173336,74,3W2kGv8CcwRl2MWQN5vxKL,0.656,0.695,8,-5.295,0,0.103,0.0824,0.0,0.38,0.589,152.859,audio_features,3W2kGv8CcwRl2MWQN5vxKL,spotify:track:3W2kGv8CcwRl2MWQN5vxKL,https://api.spotify.com/v1/tracks/3W2kGv8CcwRl2MWQN5vxKL,https://api.spotify.com/v1/audio-analysis/3W2kGv8CcwRl2MWQN5vxKL,173336,4
152,Marshmello,Numb,Numb,2022-06-10,155588,78,10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,audio_features,10xV5l9nhLvFpR8mqzs0bL,spotify:track:10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/tracks/10xV5l9nhLvFpR8mqzs0bL,https://api.spotify.com/v1/audio-analysis/10xV5l9nhLvFpR8mqzs0bL,155589,4
153,Reneé Rapp,Not My Fault (with Megan Thee Stallion),Not My Fault (with Megan Thee Stallion),2023-12-15,170528,71,37kP0yUo66nRnFHtC5rV1M,0.811,0.792,1,-6.081,0,0.175,0.1,0.0,0.395,0.854,124.01,audio_features,37kP0yUo66nRnFHtC5rV1M,spotify:track:37kP0yUo66nRnFHtC5rV1M,https://api.spotify.com/v1/tracks/37kP0yUo66nRnFHtC5rV1M,https://api.spotify.com/v1/audio-analysis/37kP0yUo66nRnFHtC5rV1M,170528,4
154,Kygo,Woke Up in Love,Woke Up in Love,2022-09-09,216873,68,21H0pUV2uPIPcFnFhgTBjo,0.643,0.585,2,-5.994,1,0.0369,0.225,0.0,0.0927,0.188,106.015,audio_features,21H0pUV2uPIPcFnFhgTBjo,spotify:track:21H0pUV2uPIPcFnFhgTBjo,https://api.spotify.com/v1/tracks/21H0pUV2uPIPcFnFhgTBjo,https://api.spotify.com/v1/audio-analysis/21H0pUV2uPIPcFnFhgTBjo,216873,4
155,Rosa Linn,SNAP,SNAP,2022-03-19,179551,85,76OGwb5RA9h4FxQPT33ekc,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,audio_features,76OGwb5RA9h4FxQPT33ekc,spotify:track:76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/tracks/76OGwb5RA9h4FxQPT33ekc,https://api.spotify.com/v1/audio-analysis/76OGwb5RA9h4FxQPT33ekc,179551,4
156,Jack Harlow,Lovin On Me,Lovin On Me,2023-11-10,138411,93,4xhsWYTOGcal8zt0J161CU,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,audio_features,4xhsWYTOGcal8zt0J161CU,spotify:track:4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,138411,4
157,NEIKED,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),2021-09-24,160656,73,6f5ExP43esnvdKPddwKXJH,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,spotify:track:6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657,4
158,Selena Gomez,Single Soon,Single Soon,2023-08-25,171655,80,6iF4RgIjDvDqyW13PezSj3,0.61,0.571,2,-5.649,1,0.0782,0.00863,0.0,0.131,0.747,105.01,audio_features,6iF4RgIjDvDqyW13PezSj3,spotify:track:6iF4RgIjDvDqyW13PezSj3,https://api.spotify.com/v1/tracks/6iF4RgIjDvDqyW13PezSj3,https://api.spotify.com/v1/audio-analysis/6iF4RgIjDvDqyW13PezSj3,171655,4
159,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),2022-06-24,154486,74,0mBP9X2gPCuapvpZ7TGDk3,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4
160,Lizzo,About Damn Time,About Damn Time,2022-04-14,191822,74,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,audio_features,1PckUlxKqWQs3RlWXVBLw3,spotify:track:1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4
161,Miguel,All I Want Is You,Sure Thing,2010-11-26,195373,86,0JXXNGljqupsJaZsgSbMZV,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,audio_features,0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373,4
162,Harry Styles,Fine Line,Watermelon Sugar,2019-12-13,174000,87,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4
163,The Weeknd,Save Your Tears (Remix),Save Your Tears (with Ariana Grande) (Remix),2021-04-23,191013,80,37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,spotify:track:37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014,4
